uid	Statement Number	Evaluation Block	Statement	Submitter	Source	Target	Generated Question	Rel_1	Rel_2	Rel_3	Relevance	QT_1	QT_2	QT_3	Question Type	Cor_1	Cor_2	Cor_3	Correctness	Amb_1	Amb_2	Amb_3	Ambiguity	Var_1	Var_2	Var_3	Variety
630	56	196	Having a teddy bear at eight years old is completely normal.	c	Yahoo! Answers	how many	How many years old Having a teddy bear at is completely normal ? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	1	1	1	1.00	2	2	2	2.00
631	56	196	Having a teddy bear at eight years old is completely normal.	c	Yahoo! Answers	yes/no	Is Having a teddy bear at eight years old completely normal ? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00
632	57	197	There are four 10's in each standard deck of 52 cards.	a	Yahoo! Answers	how many	There is four how many ’ in each standard deck of 52 cards? 	2	3	3	2.67	1	1	1	1.00	3	4	4	3.67	2	1	2	1.67	2	2	3	2.33
633	57	197	There are four 10's in each standard deck of 52 cards.	a	Yahoo! Answers	how many	Four how many ’ in each standard deck of 52 cards is there? 	2	3	3	2.67	1	1	1	1.00	3	4	4	3.67	2	1	2	1.67	2	2	3	2.33
634	57	198	There are four 10's in each standard deck of 52 cards.	b	Yahoo! Answers	how many	Of how many cards are there four 10 ' s in each standard deck? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	1	1	1	1.00	3	3	3	3.00
635	57	199	There are four 10's in each standard deck of 52 cards.	c	Yahoo! Answers	how many	How many 10 's in each standard deck of 52 cards ? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
636	57	199	There are four 10's in each standard deck of 52 cards.	c	Yahoo! Answers	how many	How many cards There are four 10's in each standard deck ? 	2	2	2	2.00	1	1	1	1.00	2	3	3	2.67	2	2	2	2.00	1	1	1	1.00
637	58	200	Each player takes 6 dominoes and places them so that the other players can't see their value.	a	Yahoo! Answers	what	What does each player take so that the other players can not see their value? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00
638	58	200	Each player takes 6 dominoes and places them so that the other players can't see their value.	a	Yahoo! Answers	what	What does each player take? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	2	2	1.67	2	2	2	2.00
639	58	200	Each player takes 6 dominoes and places them so that the other players can't see their value.	a	Yahoo! Answers	how many	How many dominoes does each player take? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00
640	58	200	Each player takes 6 dominoes and places them so that the other players can't see their value.	a	Yahoo! Answers	how many	How much does each player take dominoes ? 	1	1	1	1.00	2	1	1	1.33	3	3	4	3.33	2	1	1	1.33	2	2	2	2.00
641	58	201	Each player takes 6 dominoes and places them so that the other players can't see their value.	c	Yahoo! Answers	how many	How many dominoes Each player takes and places them so ? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	2	2	2	2.00	3	3	3	3.00
642	58	201	Each player takes 6 dominoes and places them so that the other players can't see their value.	c	Yahoo! Answers	what	What takes 6 dominoes ? 	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00	2	2	2	2.00	1	1	1	1.00
643	58	201	Each player takes 6 dominoes and places them so that the other players can't see their value.	c	Yahoo! Answers	what	What places them ? 	2	1	2	1.67	1	1	1	1.00	2	2	2	2.00	2	2	2	2.00	1	1	1	1.00
644	59	202	Librations have allowed us to see about 60% of the surface.	a	Yahoo! Answers	what	What has allowed us to see about 60 Percent of the surface? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
645	59	202	Librations have allowed us to see about 60% of the surface.	a	Yahoo! Answers	what	What have Librationsseses allowed us to see? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	1	1	1	1.00	1	1	1	1.00
646	59	202	Librations have allowed us to see about 60% of the surface.	a	Yahoo! Answers	how many	About how many percent of the surface have Librationsseses allowed us to see? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	1	1	1	1.00	2	2	2	2.00
647	59	202	Librations have allowed us to see about 60% of the surface.	a	Yahoo! Answers	how many	About how many percent of the surface do we see? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00	2	2	2	2.00
648	59	203	Librations have allowed us to see about 60% of the surface.	b	Yahoo! Answers	what	What have allowed us to see about 60 % of the surface? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00
649	59	203	Librations have allowed us to see about 60% of the surface.	b	Yahoo! Answers	how many	How many percent of the surface have librations allowed us to see? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00
650	59	204	Librations have allowed us to see about 60% of the surface.	c	Yahoo! Answers	what	What percentage % of the surface Librations have allowed us to see ? 	2	1	1	1.33	1	1	1	1.00	2	2	2	2.00	1	1	1	1.00	1	1	1	1.00
651	59	204	Librations have allowed us to see about 60% of the surface.	c	Yahoo! Answers	what	What allowed us to see about 60% of the surface ? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
652	59	204	Librations have allowed us to see about 60% of the surface.	c	Yahoo! Answers	how many	What see about 60% of the surface ? 	1	1	1	1.00	2	2	2	2.00	2	1	1	1.33	1	2	2	1.67	3	3	3	3.00
653	59	205	Librations have allowed us to see about 60% of the surface.	d	Yahoo! Answers	what	Librations have allowed us to see about what percent of the surface? 	1	1	1	1.00	1	1	1	1.00	1	1	2	1.33	1	1	1	1.00	1	1	1	1.00
654	59	205	Librations have allowed us to see about 60% of the surface.	d	Yahoo! Answers	what	What have allowed us to see about 60% of the surface? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
655	59	205	Librations have allowed us to see about 60% of the surface.	d	Yahoo! Answers	how many	Librations have allowed us to see about how many percent of the surface? 	1	1	1	1.00	1	1	1	1.00	1	2	2	1.67	1	1	1	1.00	2	2	2	2.00
656	59	205	Librations have allowed us to see about 60% of the surface.	d	Yahoo! Answers	how many	Librations have allowed us to see about how many percent? 	1	1	1	1.00	1	1	1	1.00	1	1	2	1.33	2	2	2	2.00	2	2	2	2.00
657	60	206	The axiom in Euclidian Geometry is that parallel lines never intersect.	a	Yahoo! Answers	what	The axiom in what is that, parallel lines never intersect? 	1	1	1	1.00	1	1	1	1.00	1	1	2	1.33	1	1	1	1.00	1	1	1	1.00
658	60	206	The axiom in Euclidian Geometry is that parallel lines never intersect.	a	Yahoo! Answers	what	What is the axiom in Euclidian Geometry? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
659	60	207	The axiom in Euclidian Geometry is that parallel lines never intersect.	b	Yahoo! Answers	what	What is that parallel lines never intersect? 	1	1	1	1.00	1	1	1	1.00	2	2	3	2.33	2	1	1	1.33	1	1	1	1.00
660	60	207	The axiom in Euclidian Geometry is that parallel lines never intersect.	b	Yahoo! Answers	what	What the axiom in Euclidian Geometry is? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	2	1	1	1.33	1	1	1	1.00
661	61	208	The reason Polaris is important to us is that it is very close to the north celestial pole, so it gives us an easy way to find north by looking at the stars.	a	Yahoo! Answers	why	Why the reason is Polarisses 	3	3	3	3.00	1	1	1	1.00	4	4	4	4.00	3	3	3	3.00	2	2	2	2.00
662	61	208	The reason Polaris is important to us is that it is very close to the north celestial pole, so it gives us an easy way to find north by looking at the stars.	a	Yahoo! Answers	why	Why is the reason Polaris? 	3	3	3	3.00	1	1	1	1.00	2	1	1	1.33	2	3	3	2.67	2	2	2	2.00
663	61	208	The reason Polaris is important to us is that it is very close to the north celestial pole, so it gives us an easy way to find north by looking at the stars.	a	Yahoo! Answers	which	The reason Polaris is important to us is that. which place is it very close to so it gives us an easy way to find north by looking at the stars? 	1	1	1	1.00	1	1	1	1.00	2	3	3	2.67	1	1	1	1.00	2	2	2	2.00
664	61	208	The reason Polaris is important to us is that it is very close to the north celestial pole, so it gives us an easy way to find north by looking at the stars.	a	Yahoo! Answers	which	The reason Polaris is important to us. that is it is very close to which place, so it gives us an easy way to find north by looking at, the stars? 	2	1	1	1.33	1	1	1	1.00	3	4	4	3.67	2	2	2	2.00	2	2	2	2.00
665	61	209	The reason Polaris is important to us is that it is very close to the north celestial pole, so it gives us an easy way to find north by looking at the stars.	b	Yahoo! Answers	why	Why is The reason Polaris important to us? 	2	2	2	2.00	1	1	1	1.00	3	3	3	3.00	2	2	2	2.00	3	3	3	3.00
666	61	209	The reason Polaris is important to us is that it is very close to the north celestial pole, so it gives us an easy way to find north by looking at the stars.	b	Yahoo! Answers	which	Which reason is that it is very close to the north celestial pole, so it gives us an easy way to find north by looking at the stars? 	2	1	1	1.33	1	1	1	1.00	3	2	3	2.67	2	1	1	1.33	3	3	3	3.00
667	61	210	The reason Polaris is important to us is that it is very close to the north celestial pole, so it gives us an easy way to find north by looking at the stars.	c	Yahoo! Answers	why	Why gives so it us an easy way to find north by looking at the stars ? 	2	2	2	2.00	1	1	1	1.00	4	4	4	4.00	3	2	3	2.67	3	3	3	3.00
668	61	210	The reason Polaris is important to us is that it is very close to the north celestial pole, so it gives us an easy way to find north by looking at the stars.	c	Yahoo! Answers	which	which reason is important to us is that it is very close to the north celestial pole , so it gives us an easy way to find north by looking at the stars ? 	2	2	2	2.00	1	1	1	1.00	4	4	4	4.00	3	2	3	2.67	3	3	3	3.00
669	61	211	The reason Polaris is important to us is that it is very close to the north celestial pole, so it gives us an easy way to find north by looking at the stars.	d	Yahoo! Answers	why	Why the reason is important to us? 	3	3	3	3.00	1	1	1	1.00	2	3	3	2.67	2	3	3	2.67	2	2	2	2.00
670	61	211	The reason Polaris is important to us is that it is very close to the north celestial pole, so it gives us an easy way to find north by looking at the stars.	d	Yahoo! Answers	why	The reason is important to us why? 	3	3	3	3.00	1	1	1	1.00	2	2	2	2.00	2	3	2	2.33	2	2	2	2.00
671	62	212	The whole bogus 2012 nonsense is based on the fact that the ancient Mayan ceremonial calendar will run out in 2012.	a	Yahoo! Answers	what	What is based on the fact that the ancient Mayan ceremonial calendar will run out in 2012? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
672	62	212	The whole bogus 2012 nonsense is based on the fact that the ancient Mayan ceremonial calendar will run out in 2012.	a	Yahoo! Answers	what	What will run out in 2012? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
673	62	212	The whole bogus 2012 nonsense is based on the fact that the ancient Mayan ceremonial calendar will run out in 2012.	a	Yahoo! Answers	when	When will the calendar run out? 	2	1	1	1.33	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00	2	1	1	1.33
674	62	212	The whole bogus 2012 nonsense is based on the fact that the ancient Mayan ceremonial calendar will run out in 2012.	a	Yahoo! Answers	when	When did the whole bogus when nonsense will be base on the fact the Mayan ceremonial ancient calendar will run out in? 	2	2	2	2.00	1	1	1	1.00	4	4	4	4.00	2	2	3	2.33	2	1	1	1.33
675	62	213	The whole bogus 2012 nonsense is based on the fact that the ancient Mayan ceremonial calendar will run out in 2012.	b	Yahoo! Answers	what	What is based on the fact that the ancient Mayan ceremonial calendar will run out in 2012? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	3	2	1	2.00
676	62	213	The whole bogus 2012 nonsense is based on the fact that the ancient Mayan ceremonial calendar will run out in 2012.	b	Yahoo! Answers	what	What will run out in 2012? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	2	1.33	3	2	1	2.00
677	62	213	The whole bogus 2012 nonsense is based on the fact that the ancient Mayan ceremonial calendar will run out in 2012.	b	Yahoo! Answers	when	When will the ancient Mayan ceremonial calendar run out? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00
678	62	214	The whole bogus 2012 nonsense is based on the fact that the ancient Mayan ceremonial calendar will run out in 2012.	c	Yahoo! Answers	when	when is based on the fact that the ancient Mayan ceremonial calendar will run out ? 	2	2	2	2.00	1	1	1	1.00	3	3	3	3.00	2	1	1	1.33	3	3	3	3.00
679	62	215	The whole bogus 2012 nonsense is based on the fact that the ancient Mayan ceremonial calendar will run out in 2012.	d	Yahoo! Answers	what	What is based on the fact that the ancient Mayan ceremonial calendar will run out in 2012? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
680	62	215	The whole bogus 2012 nonsense is based on the fact that the ancient Mayan ceremonial calendar will run out in 2012.	d	Yahoo! Answers	what	What will run out in 2012? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
681	62	215	The whole bogus 2012 nonsense is based on the fact that the ancient Mayan ceremonial calendar will run out in 2012.	d	Yahoo! Answers	when	When the ancient Mayan ceremonial calendar will run out? 	1	1	1	1.00	1	1	1	1.00	2	3	3	2.67	2	1	1	1.33	2	2	2	2.00
682	62	215	The whole bogus 2012 nonsense is based on the fact that the ancient Mayan ceremonial calendar will run out in 2012.	d	Yahoo! Answers	when	The ancient Mayan ceremonial calendar will run out when? 	1	1	1	1.00	1	1	1	1.00	1	1	2	1.33	1	1	1	1.00	2	2	2	2.00
683	63	216	Some research was done on non-migratory birds in the UK and Germany and it was found that the same species had different songs in the two countries.	a	Yahoo! Answers	where	Some research was done on non-migratory birds in the UK and Germany and where was it found the same, species had different songs? 	2	1	1	1.33	1	1	1	1.00	3	4	3	3.33	2	1	1	1.33	2	1	2	1.67
684	63	216	Some research was done on non-migratory birds in the UK and Germany and it was found that the same species had different songs in the two countries.	a	Yahoo! Answers	where	Where did the species have different songs? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00	2	1	2	1.67
685	63	216	Some research was done on non-migratory birds in the UK and Germany and it was found that the same species had different songs in the two countries.	a	Yahoo! Answers	what	What time did the species have different songs in? 	3	3	3	3.00	1	1	1	1.00	3	2	2	2.33	3	2	2	2.33	1	1	1	1.00
686	63	216	Some research was done on non-migratory birds in the UK and Germany and it was found that the same species had different songs in the two countries.	a	Yahoo! Answers	what	What had different songs in the 2 countries? 	2	1	1	1.33	1	1	1	1.00	2	1	1	1.33	2	2	2	2.00	1	1	1	1.00
687	63	217	Some research was done on non-migratory birds in the UK and Germany and it was found that the same species had different songs in the two countries.	b	Yahoo! Answers	where	Where was some research done on non-migratory birds? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00
688	63	217	Some research was done on non-migratory birds in the UK and Germany and it was found that the same species had different songs in the two countries.	b	Yahoo! Answers	what	Which birds in the UK and Germany was some research done on? 	2	1	1	1.33	1	2	2	1.67	2	1	1	1.33	1	1	1	1.00	1	1	1	1.00
689	63	217	Some research was done on non-migratory birds in the UK and Germany and it was found that the same species had different songs in the two countries.	b	Yahoo! Answers	what	What had the same species in the two countries? 	2	2	2	2.00	1	1	1	1.00	1	1	1	1.00	1	2	2	1.67	1	1	1	1.00
690	63	218	Some research was done on non-migratory birds in the UK and Germany and it was found that the same species had different songs in the two countries.	c	Yahoo! Answers	where	where it was found that the same species ? 	3	1	2	2.00	1	1	1	1.00	4	3	4	3.67	3	3	3	3.00	3	3	3	3.00
691	63	219	Some research was done on non-migratory birds in the UK and Germany and it was found that the same species had different songs in the two countries.	d	Yahoo! Answers	where	Where some research was done? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	2	2	2	2.00	2	2	2	2.00
692	63	219	Some research was done on non-migratory birds in the UK and Germany and it was found that the same species had different songs in the two countries.	d	Yahoo! Answers	where	Some research was done where? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00	2	2	2	2.00
693	63	219	Some research was done on non-migratory birds in the UK and Germany and it was found that the same species had different songs in the two countries.	d	Yahoo! Answers	what	What was done on non-migratory birds in the UK and Germany? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
694	63	219	Some research was done on non-migratory birds in the UK and Germany and it was found that the same species had different songs in the two countries.	d	Yahoo! Answers	what	What had different songs in the two countries? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00	1	1	1	1.00
695	64	220	The giant tortoise lives the longest, about 177 years in captivity.	a	Yahoo! Answers	which	In which place is the longest about 177 years? 	3	1	1	1.67	1	1	1	1.00	4	3	4	3.67	3	2	3	2.67	2	2	2	2.00
696	64	220	The giant tortoise lives the longest, about 177 years in captivity.	a	Yahoo! Answers	which	Which place does the giant tortoise live the longest about 177 years in? 	2	1	1	1.33	1	1	1	1.00	3	3	3	3.00	2	1	2	1.67	2	2	2	2.00
697	64	220	The giant tortoise lives the longest, about 177 years in captivity.	a	Yahoo! Answers	how many	The giant tortoise lives the longest about how many Years in captivity? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	1	1	3	1.67	2	2	2	2.00
698	64	220	The giant tortoise lives the longest, about 177 years in captivity.	a	Yahoo! Answers	how many	The about how many longest years in captivity does the giant tortoise live? 	2	1	1	1.33	1	1	1	1.00	3	3	3	3.00	2	1	3	2.00	2	2	2	2.00
699	64	221	The giant tortoise lives the longest, about 177 years in captivity.	b	Yahoo! Answers	which	Which tortoise lives the longest, about 177 years in captivity? 	1	1	1	1.00	1	1	1	1.00	1	1	2	1.33	1	1	1	1.00	3	3	3	3.00
700	64	222	The giant tortoise lives the longest, about 177 years in captivity.	c	Yahoo! Answers	how many	How many years in captivity The giant tortoise lives the longest ? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	1	1	1	1.00	3	3	3	3.00
701	64	222	The giant tortoise lives the longest, about 177 years in captivity.	c	Yahoo! Answers	which	The giant tortoise lives the longest , which year in captivity ? 	2	3	2	2.33	1	1	1	1.00	3	3	4	3.33	2	2	2	2.00	3	3	3	3.00
702	64	223	The giant tortoise lives the longest, about 177 years in captivity.	d	Yahoo! Answers	how many	How many years the giant tortoise lives? 	1	1	1	1.00	1	1	1	1.00	2	3	3	2.67	2	2	2	2.00	2	2	2	2.00
703	64	223	The giant tortoise lives the longest, about 177 years in captivity.	d	Yahoo! Answers	how many	The giant tortoise lives how many years? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	2	2	1.67	2	2	2	2.00
704	65	224	Egypt is part of the Continent of Africa, and is situated in the north eastern part of Africa.	a	Yahoo! Answers	what	What is part of the Continent of Africa , and is situated in the north eastern part of Africa? 	1	1	1	1.00	1	1	1	1.00	2	1	2	1.67	1	1	1	1.00	2	1	2	1.67
705	65	224	Egypt is part of the Continent of Africa, and is situated in the north eastern part of Africa.	a	Yahoo! Answers	what	What is situated in the eastern part of Africa? 	1	1	2	1.33	1	1	1	1.00	1	1	1	1.00	1	2	1	1.33	2	1	2	1.67
706	65	224	Egypt is part of the Continent of Africa, and is situated in the north eastern part of Africa.	a	Yahoo! Answers	where	Where is part of the Continent of Africa , and is situated in the north eastern part of Africa? 	2	2	2	2.00	1	1	1	1.00	2	3	3	2.67	2	1	1	1.33	1	1	1	1.00
707	65	224	Egypt is part of the Continent of Africa, and is situated in the north eastern part of Africa.	a	Yahoo! Answers	where	Where is Egypt? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
708	65	225	Egypt is part of the Continent of Africa, and is situated in the north eastern part of Africa.	b	Yahoo! Answers	where	Where is part of the Continent of Africa, and is situated in the north eastern part of Africa? 	2	2	2	2.00	1	1	1	1.00	3	2	2	2.33	2	2	2	2.00	1	1	1	1.00
709	65	225	Egypt is part of the Continent of Africa, and is situated in the north eastern part of Africa.	b	Yahoo! Answers	where	Egypt is part of the Continent of Africa, and is situated where? 	1	1	1	1.00	1	1	1	1.00	1	1	2	1.33	1	1	1	1.00	1	1	1	1.00
710	65	226	Egypt is part of the Continent of Africa, and is situated in the north eastern part of Africa.	c	Yahoo! Answers	where	where Egypt is ? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	2	2	2	2.00	1	1	1	1.00
711	65	226	Egypt is part of the Continent of Africa, and is situated in the north eastern part of Africa.	c	Yahoo! Answers	where	where the Continent ? 	2	1	2	1.67	1	1	1	1.00	3	3	3	3.00	3	2	3	2.67	1	1	1	1.00
712	65	227	Egypt is part of the Continent of Africa, and is situated in the north eastern part of Africa.	d	Yahoo! Answers	what	What country is situated in the north eastern part of Africa? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
713	65	227	Egypt is part of the Continent of Africa, and is situated in the north eastern part of Africa.	d	Yahoo! Answers	what	Egypt issituated inthe north eastern part of what region? 	2	2	2	2.00	1	1	1	1.00	3	3	3	3.00	2	1	1	1.33	1	1	1	1.00
714	65	227	Egypt is part of the Continent of Africa, and is situated in the north eastern part of Africa.	d	Yahoo! Answers	where	Where Egypt is situated? 	1	1	1	1.00	1	1	1	1.00	2	1	3	2.00	2	2	2	2.00	1	1	1	1.00
715	65	227	Egypt is part of the Continent of Africa, and is situated in the north eastern part of Africa.	d	Yahoo! Answers	where	Where is part of the Continent of Africa? 	2	2	2	2.00	1	1	1	1.00	2	1	2	1.67	2	2	2	2.00	1	1	1	1.00
716	66	228	lol means laugh out loud.	a	Yahoo! Answers	what	What does rice mean? 	4	4	4	4.00	1	1	1	1.00	2	1	1	1.33	3	2	3	2.67	1	1	1	1.00
717	66	228	lol means laugh out loud.	a	Yahoo! Answers	what	What means laugh out loud? 	1	1	1	1.00	1	1	1	1.00	1	2	3	2.00	1	1	1	1.00	1	1	1	1.00
718	66	229	lol means laugh out loud.	b	Yahoo! Answers	what	What laugh out loud? 	2	2	2	2.00	1	1	1	1.00	2	1	1	1.33	3	2	2	2.33	3	3	3	3.00
719	66	230	lol means laugh out loud.	c	Yahoo! Answers	what	What means laugh out loud ? 	1	1	1	1.00	1	1	1	1.00	1	2	1	1.33	1	1	1	1.00	3	3	3	3.00
720	67	231	People use this site to learn English.	a	Yahoo! Answers	why	To learn English what do people use? 	1	1	1	1.00	2	2	2	2.00	1	1	1	1.00	2	1	1	1.33	2	2	2	2.00
721	67	231	People use this site to learn English.	a	Yahoo! Answers	why	What do people use? 	2	1	1	1.33	2	2	2	2.00	1	1	1	1.00	2	3	2	2.33	2	2	2	2.00
722	67	231	People use this site to learn English.	a	Yahoo! Answers	what	To learn English what do people use? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00
723	67	231	People use this site to learn English.	a	Yahoo! Answers	what	What do people use? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	2	3	2	2.33	2	2	2	2.00
724	67	232	People use this site to learn English.	b	Yahoo! Answers	why	Why do people use this site? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00
725	67	232	People use this site to learn English.	b	Yahoo! Answers	what	What use this site to learn English? 	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00	2	1	1	1.33	3	3	3	3.00
726	67	233	People use this site to learn English.	c	Yahoo! Answers	why	Why use People this site ? 	2	2	2	2.00	1	1	1	1.00	3	3	3	3.00	2	2	2	2.00	3	3	3	3.00
727	67	233	People use this site to learn English.	c	Yahoo! Answers	what	What use this site ? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	2	2	2	2.00	1	1	1	1.00
728	67	233	People use this site to learn English.	c	Yahoo! Answers	what	What learn English ? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	2	2	2	2.00	1	1	1	1.00
729	68	234	Boxing Day - December 26th - is the feastday of Saint Stephen, and is called St Stephen's Day.	a	Yahoo! Answers	which	What is called St Stephen's Day? 	1	1	1	1.00	2	2	2	2.00	1	1	2	1.33	1	1	1	1.00	1	1	1	1.00
730	68	234	Boxing Day - December 26th - is the feastday of Saint Stephen, and is called St Stephen's Day.	a	Yahoo! Answers	which	What is Boxing Day called? 	1	1	1	1.00	2	2	2	2.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
731	68	234	Boxing Day - December 26th - is the feastday of Saint Stephen, and is called St Stephen's Day.	a	Yahoo! Answers	when	When is Boxing Day? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00
732	68	234	Boxing Day - December 26th - is the feastday of Saint Stephen, and is called St Stephen's Day.	a	Yahoo! Answers	when	When is Boxing Day? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00
733	68	234	Boxing Day - December 26th - is the feastday of Saint Stephen, and is called St Stephen's Day.	a	Yahoo! Answers	what	What is called St Stephen's Day? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
734	68	234	Boxing Day - December 26th - is the feastday of Saint Stephen, and is called St Stephen's Day.	a	Yahoo! Answers	what	What is Boxing Day called? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
735	68	235	Boxing Day - December 26th - is the feastday of Saint Stephen, and is called St Stephen's Day.	b	Yahoo! Answers	which	Which Day is the feastday of Saint Stephen, and is called St Stephen 's Day? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00
736	68	236	Boxing Day - December 26th - is the feastday of Saint Stephen, and is called St Stephen's Day.	c	Yahoo! Answers	when	when is Boxing Day - the feastday of Saint Stephen ? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00
737	68	236	Boxing Day - December 26th - is the feastday of Saint Stephen, and is called St Stephen's Day.	c	Yahoo! Answers	which	which day - December 26th - is the feastday of Saint Stephen , and is called St Stephen's Day ? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
738	68	236	Boxing Day - December 26th - is the feastday of Saint Stephen, and is called St Stephen's Day.	c	Yahoo! Answers	which	Boxing Day - December 26th - is which day of Saint Stephen , and is called St Stephen's Day ? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
739	68	237	Boxing Day - December 26th - is the feastday of Saint Stephen, and is called St Stephen's Day.	d	Yahoo! Answers	what	What is the feastday Boxing Day? 	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00	1	1	1	1.00	1	1	1	1.00
740	68	237	Boxing Day - December 26th - is the feastday of Saint Stephen, and is called St Stephen's Day.	d	Yahoo! Answers	what	What is the feastday of Saint Stephen? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
741	69	238	Friday was long considered an unlucky day, especially by sailors, so when 13 and Friday coincide it was thought to be a double dose of bad luck.	a	Yahoo! Answers	which	What was Friday long considered to be an unlucky day, especially by sailors, so when 13 and Friday coincide it was thought? 	2	2	2	2.00	2	2	2	2.00	3	3	4	3.33	2	1	1	1.33	2	1	1	1.33
742	69	238	Friday was long considered an unlucky day, especially by sailors, so when 13 and Friday coincide it was thought to be a double dose of bad luck.	a	Yahoo! Answers	which	Considered 13 an unlucky day especially by sailors so when Friday was long and what did Friday coincide it was think to? 	2	2	2	2.00	2	2	2	2.00	4	4	4	4.00	2	1	1	1.33	2	1	1	1.33
743	69	238	Friday was long considered an unlucky day, especially by sailors, so when 13 and Friday coincide it was thought to be a double dose of bad luck.	a	Yahoo! Answers	what	What was Friday long considered to be an unlucky day, especially by sailors, so when 13 and Friday coincide it was thought? 	2	2	1	1.67	1	1	1	1.00	3	3	4	3.33	2	1	1	1.33	2	1	1	1.33
